question_id,topk_mass,neg_entropy,neg_logprob_var,is_correct
gsm8k_35,0.9974884529503735,-0.21436541817552834,-11.079001508012187,True
gsm8k_35,0.9974994620034028,-0.23217466480274232,-11.118375468760297,True
gsm8k_35,0.9975062848939106,-0.2846691961039114,-9.474534974025605,True
gsm8k_35,0.9964609961320497,-0.30273369353720125,-11.312391249411318,True
gsm8k_35,0.9976735918543529,-0.27119019663562477,-10.84076291834159,True
gsm8k_35,0.9976966381100919,-0.25299299882498977,-10.788261038664606,True
gsm8k_36,0.9979520375418957,-0.2704870917487759,-12.024211776484465,False
gsm8k_36,0.9958408425641008,-0.263926603221284,-10.90171571161761,False
gsm8k_36,0.9971066184207519,-0.2575102399494989,-11.910602798185469,True
gsm8k_36,0.9961411949915283,-0.24198043013676263,-11.164514709793535,False
gsm8k_36,0.9967094588390276,-0.27547158345475886,-10.328187980974928,False
gsm8k_36,0.9917987817165056,-0.3721103823215141,-11.28568737472735,False
gsm8k_36,0.9973573007171898,-0.2528438887042983,-11.329207064706464,False
gsm8k_37,0.9903597992812317,-0.3289874930237663,-10.905343484397651,False
gsm8k_37,0.9881282626522705,-0.4573523189930605,-11.167134684301951,False
gsm8k_37,0.9969013909657076,-0.18969135525295577,-10.717727783590743,False
gsm8k_37,0.9975146845280554,-0.22370131259144688,-9.920370561116604,False
gsm8k_37,0.9663092058644326,-0.5313162381887686,-10.559722524369702,False
gsm8k_37,0.9936776876645126,-0.3307295333933806,-10.28696948108751,False
gsm8k_37,0.9932018078809807,-0.344974472040053,-11.1496288744803,False
gsm8k_38,0.9937588413466588,-0.33297927649076436,-10.718097597477252,True
gsm8k_38,0.9928227693281196,-0.3647843415682134,-11.989260594295093,True
gsm8k_38,0.9971766672947651,-0.2611711374327183,-11.626500099692906,True
gsm8k_38,0.9962292933940539,-0.3074521589823976,-10.564630219300081,True
gsm8k_38,0.9814046146747889,-0.5416368306649396,-6.539425142305527,False
gsm8k_38,0.9923441960591458,-0.3836535902988759,-10.496916019861716,True
gsm8k_38,0.994596855749907,-0.3716146254072834,-10.058405581426893,True
gsm8k_39,0.9859663602200077,-0.42701374529808317,-8.747038817045667,False
gsm8k_39,0.9946898110073381,-0.27078150753533264,-9.890783484740702,False
gsm8k_39,0.9928279299691559,-0.24616413214934388,-9.753022485470064,False
gsm8k_39,0.9951470723740938,-0.23055609719220577,-10.247952417342646,False
gsm8k_39,0.9931462781219689,-0.300362070174303,-9.530073125260657,False
gsm8k_39,0.9906740150087313,-0.3941848647827809,-9.23539103128616,False
gsm8k_39,0.9830307529607383,-0.38543808205901986,-8.087236420413502,False
gsm8k_40,0.9938969326253413,-0.23915406900229802,-11.910816082239183,True
gsm8k_40,0.9945342412454556,-0.1385131538849757,-9.747952705579134,True
gsm8k_40,0.9928525755118724,-0.182008617565601,-11.493409434585919,True
gsm8k_40,0.9930466742610822,-0.20640451589035425,-11.266763724284662,True
gsm8k_40,0.9923926574101475,-0.2443023390882744,-11.643765763387943,True
gsm8k_40,0.9948665239844476,-0.22831401731807666,-10.38096394723242,True
gsm8k_40,0.9957152301436395,-0.23929328226481705,-10.847153803725126,True
gsm8k_41,0.9869162845227053,-0.4158125692119459,-9.237367892855755,True
gsm8k_41,0.9885982747440771,-0.4064264192736659,-9.582317484884603,True
gsm8k_41,0.9911452688957931,-0.37381327976610873,-10.227106674472068,False
gsm8k_41,0.9880291325748844,-0.3474168556766498,-9.933103592956206,True
gsm8k_41,0.9752642236554734,-0.48981882393353193,-8.780902659644553,False
gsm8k_41,0.9762232103230163,-0.532602384088658,-8.486966871926006,False
gsm8k_41,0.9926430569818178,-0.35950484984193076,-8.78775996088379,True
gsm8k_42,0.9970051519491651,-0.17182595305188614,-10.578970669589857,True
gsm8k_42,0.9928492961715679,-0.2959595301211624,-12.608548922780024,True
gsm8k_42,0.9927698033952213,-0.245774140421917,-10.624102394851802,True
gsm8k_42,0.992936458481745,-0.3011869874853065,-12.242371394239065,True
gsm8k_42,0.9932777546481221,-0.27943639217868593,-11.867757585525034,True
gsm8k_42,0.9942959799344905,-0.2852229829074,-11.32439168889778,True
gsm8k_42,0.9934753275977436,-0.3288473382617909,-13.544782446764673,True
gsm8k_43,0.9910099951815199,-0.3379962279423542,-12.46062199049905,False
gsm8k_43,0.9933641631911757,-0.3368871593674271,-10.935482637878803,False
gsm8k_43,0.9872799093318599,-0.40006702460791344,-11.036398471783203,False
gsm8k_43,0.9924366740035594,-0.3449061352406197,-10.582502058165968,False
gsm8k_43,0.9798347942459323,-0.43726761316453455,-11.046429671771484,False
gsm8k_43,0.9945692909255588,-0.3451975011298093,-9.765709325140989,False
gsm8k_43,0.9821273766138038,-0.444928204062007,-8.88400842480666,True
gsm8k_44,0.9958324892204928,-0.25633941993423237,-11.458634998840923,False
